date,ticker,search_interest
2020-07-12,CMG,47.76115377480643
2020-07-19,CMG,63.88195233976938
2020-07-26,CMG,48.94062243810432
2020-08-02,CMG,50.0688000343243
2020-08-09,CMG,41.40584555886523
2020-08-16,CMG,46.235897572990766
2020-08-23,CMG,44.85872096282196
2020-08-30,CMG,56.28614767714805
2020-09-06,CMG,38.595857739052185
2020-09-13,CMG,27.709288180924386
2020-09-20,CMG,46.45237220543622
2020-09-27,CMG,53.158423864468304
2020-10-04,CMG,39.68800666980678
2020-10-11,CMG,32.95715264336487
2020-10-18,CMG,37.65553437559904
2020-10-25,CMG,47.001287900674846
2020-11-01,CMG,41.44280001866711
2020-11-08,CMG,45.59039163638147
2020-11-15,CMG,31.80681459207008
2020-11-22,CMG,43.53284051487437
2020-11-29,CMG,52.1650795422817
2020-12-06,CMG,46.69425247927259
2020-12-13,CMG,43.03890723878117
2020-12-20,CMG,56.437052663365584
2020-12-27,CMG,57.01757748622149
2021-01-03,CMG,49.2875691328756
2021-01-10,CMG,48.61329611557608
2021-01-17,CMG,61.70289613139643
2021-01-24,CMG,51.6772683152004
2021-01-31,CMG,59.60379448699845
2021-02-07,CMG,67.53032065879651
2021-02-14,CMG,58.62614265019326
2021-02-21,CMG,55.23556306052319
2021-02-28,CMG,46.96539296651199
2021-03-07,CMG,59.5560870510696
2021-03-14,CMG,59.24058734173074
2021-03-21,CMG,56.32448584810908
2021-03-28,CMG,65.81495325788525
2021-04-04,CMG,52.59151808412343
2021-04-11,CMG,50.804412638376576
2021-04-18,CMG,55.41854722884791
2021-04-25,CMG,59.55365999067558
2021-05-02,CMG,50.32401015856357
2021-05-09,CMG,51.77184795499416
2021-05-16,CMG,53.17940611958076
2021-05-23,CMG,57.2378690246864
2021-05-30,CMG,52.42351201382159
2021-06-06,CMG,61.67652409811337
2021-06-13,CMG,41.64714270518256
2021-06-20,CMG,56.39809678114457
2021-06-27,CMG,49.44799608949115
2021-07-04,CMG,54.838947695386274
2021-07-11,CMG,62.95631464698441
2021-07-18,CMG,49.74623246179923
2021-07-25,CMG,50.44176910423331
2021-08-01,CMG,53.41402031473813
2021-08-08,CMG,39.63069228163205
2021-08-15,CMG,50.82517729337906
2021-08-22,CMG,51.086045200661374
2021-08-29,CMG,44.8047518568917
2021-09-05,CMG,49.063975161882944
2021-09-12,CMG,45.541353101906566
2021-09-19,CMG,39.92502973711935
2021-09-26,CMG,36.46328470596512
2021-10-03,CMG,50.19966665017014
2021-10-10,CMG,55.07604518298295
2021-10-17,CMG,39.87153933844293
2021-10-24,CMG,47.10983932216342
2021-10-31,CMG,38.03714897556196
2021-11-07,CMG,43.02241517484824
2021-11-14,CMG,43.49087939422812
2021-11-21,CMG,40.33595438540791
2021-11-28,CMG,47.510029075642535
2021-12-05,CMG,54.75890971913257
2021-12-12,CMG,53.076456587456434
2021-12-19,CMG,47.562104094735815
2021-12-26,CMG,60.174058625544745
2022-01-02,CMG,53.9432687942186
2022-01-09,CMG,64.43337209315948
2022-01-16,CMG,46.76100618580181
2022-01-23,CMG,73.65410586210577
2022-01-30,CMG,55.39620817153028
2022-02-06,CMG,50.21106841227169
2022-02-13,CMG,51.690543489909885
2022-02-20,CMG,64.39460552389706
2022-02-27,CMG,64.84752906034734
2022-03-06,CMG,64.81436596559809
2022-03-13,CMG,64.01116919294377
2022-03-20,CMG,53.90512662981863
2022-03-27,CMG,60.00368044477656
2022-04-03,CMG,47.07201785364032
2022-04-10,CMG,55.66803411390454
2022-04-17,CMG,64.78816991105411
2022-04-24,CMG,49.23555123891394
2022-05-01,CMG,74.39285914935533
2022-05-08,CMG,67.27270195065127
2022-05-15,CMG,52.232764571072295
2022-05-22,CMG,62.80282571522437
2022-05-29,CMG,61.057572033096655
2022-06-05,CMG,56.08963333094315
2022-06-12,CMG,59.6049493663338
2022-06-19,CMG,53.56882858805373
2022-06-26,CMG,54.13192384163193
2022-07-03,CMG,56.61060073974702
2022-07-10,CMG,55.27351959731927
2022-07-17,CMG,53.51438408593555
2022-07-24,CMG,52.738847128347885
2022-07-31,CMG,55.630279280756966
2022-08-07,CMG,53.77438212066032
2022-08-14,CMG,41.21714720139592
2022-08-21,CMG,43.14624209472837
2022-08-28,CMG,55.90440023967989
2022-09-04,CMG,56.04333172276789
2022-09-11,CMG,49.64494918323621
2022-09-18,CMG,44.39971678869061
2022-09-25,CMG,50.82917073642221
2022-10-02,CMG,49.96514520096219
2022-10-09,CMG,36.67759349476229
2022-10-16,CMG,46.56875497786401
2022-10-23,CMG,38.06948280804494
2022-10-30,CMG,44.13364961633145
2022-11-06,CMG,47.605540483828285
2022-11-13,CMG,58.35411348737783
2022-11-20,CMG,36.03604727479917
2022-11-27,CMG,45.24659579944925
2022-12-04,CMG,54.45714432409934
2022-12-11,CMG,55.2673688129595
2022-12-18,CMG,57.31143562679858
2022-12-25,CMG,47.21372363287707
2023-01-01,CMG,53.384655840115016
2023-01-08,CMG,52.3689198111283
2023-01-15,CMG,63.97613774975672
2023-01-22,CMG,56.23008835042066
2023-01-29,CMG,58.06615787181328
2023-02-05,CMG,59.95079742331004
2023-02-12,CMG,51.72828646039176
2023-02-19,CMG,52.99992319393463
2023-02-26,CMG,54.2715599274775
2023-03-05,CMG,62.522585351759695
2023-03-12,CMG,57.48726869582829
2023-03-19,CMG,69.33724308814902
2023-03-26,CMG,62.56906905324508
2023-04-02,CMG,74.0056724996594
2023-04-09,CMG,48.977661338688506
2023-04-16,CMG,70.46156573863605
2023-04-23,CMG,67.12007814021004
2023-04-30,CMG,63.33884638809963
2023-05-07,CMG,74.34714404446703
2023-05-14,CMG,51.95971489696049
2023-05-21,CMG,61.14047817719907
2023-05-28,CMG,61.55072439108016
2023-06-04,CMG,61.96097060496125
2023-06-11,CMG,55.18564987499165
2023-06-18,CMG,60.44223354900488
2023-06-25,CMG,53.13296355341443
2023-07-02,CMG,52.63551743648674
2023-07-09,CMG,49.76358686106138
2023-07-16,CMG,59.13103365026654
2023-07-23,CMG,53.7760155877964
2023-07-30,CMG,66.14083611587868
2023-08-06,CMG,55.31716253128303
2023-08-13,CMG,40.59453648314931
2023-08-20,CMG,53.64729350203624
2023-08-27,CMG,41.72330696767418
2023-09-03,CMG,46.11932719466639
2023-09-10,CMG,48.2466804983809
2023-09-17,CMG,40.590179039980086
2023-09-24,CMG,43.94587675987613
2023-10-01,CMG,42.89694963516251
2023-10-08,CMG,47.8638122894606
2023-10-15,CMG,46.77136516683744
2023-10-22,CMG,46.89480187922084
2023-10-29,CMG,58.17427974079576
2023-11-05,CMG,51.71084176817806
2023-11-12,CMG,51.66983055680773
2023-11-19,CMG,56.35881306276324
2023-11-26,CMG,61.72916899576829
2023-12-03,CMG,59.791686248601216
2023-12-10,CMG,45.97288491863014
2023-12-17,CMG,56.41425187879331
2023-12-24,CMG,58.85872987248763
2023-12-31,CMG,60.98216037672823
2024-01-07,CMG,55.33768668222277
2024-01-14,CMG,54.058819178767365
2024-01-21,CMG,52.77995167531196
2024-01-28,CMG,56.78650054089945
2024-02-04,CMG,52.84606113117192
2024-02-11,CMG,68.26901998451174
2024-02-18,CMG,58.21126033893231
2024-02-25,CMG,56.347772788529554
2024-03-03,CMG,64.23567400578627
2024-03-10,CMG,61.65283357008528
2024-03-17,CMG,59.06999313438428
2024-03-24,CMG,65.641525316733
2024-03-31,CMG,59.70285600489196
2024-04-07,CMG,66.48148339012897
2024-04-14,CMG,63.10549967710076
2024-04-21,CMG,64.3045290116765
2024-04-28,CMG,60.33729697573228
2024-05-05,CMG,58.12718633991084
2024-05-12,CMG,63.09849442636244
2024-05-19,CMG,51.47798054441246
2024-05-26,CMG,68.4729585685655
2024-06-02,CMG,56.62363999486817
2024-06-09,CMG,70.95690448206685
2024-06-16,CMG,61.62530744075191
2024-06-23,CMG,56.10642834057289
2024-06-30,CMG,52.10263251066692
2024-07-07,CMG,57.890969988450536
2024-07-14,CMG,56.622125147229816
2024-07-21,CMG,55.52995660955703
2024-07-28,CMG,57.11986876020162
2024-08-04,CMG,52.00003092678967
2024-08-11,CMG,57.40524936151655
2024-08-18,CMG,45.26899710104889
2024-08-25,CMG,48.07549874194671
2024-09-01,CMG,45.917591124302064
2024-09-08,CMG,43.75968350665742
2024-09-15,CMG,48.43285876261737
2024-09-22,CMG,57.22828410935041
2024-09-29,CMG,48.61422634961531
2024-10-06,CMG,45.24121323748344
2024-10-13,CMG,55.02872564765437
2024-10-20,CMG,41.74401218963894
2024-10-27,CMG,46.98686014760004
2024-11-03,CMG,55.89125015043438
2024-11-10,CMG,45.49155884415672
2024-11-17,CMG,52.36172928866026
2024-11-24,CMG,51.1764075398075
2024-12-01,CMG,61.84638576815832
2024-12-08,CMG,44.81184538039865
2024-12-15,CMG,51.036713091785806
2024-12-22,CMG,53.30601757638072
2024-12-29,CMG,58.48263148884037
2025-01-05,CMG,60.53593839536109
2025-01-12,CMG,60.73512395290026
2025-01-19,CMG,67.65167018064189
2025-01-26,CMG,64.06962952216364
2025-02-02,CMG,53.19911532856343
2025-02-09,CMG,52.994517549525085
2025-02-16,CMG,59.143196719596006
2025-02-23,CMG,59.83012677239607
2025-03-02,CMG,60.88300570160544
2025-03-09,CMG,70.21234439070012
2025-03-16,CMG,60.44025849439328
2025-03-23,CMG,71.07626280865028
2025-03-30,CMG,71.39218493924596
2025-04-06,CMG,64.64873096422573
2025-04-13,CMG,61.18025703256367
2025-04-20,CMG,71.76855596342523
2025-04-27,CMG,58.58942063559589
2025-05-04,CMG,66.05743177480865
2025-05-11,CMG,64.24342990829116
2025-05-18,CMG,69.72996296345372
2025-05-25,CMG,63.35764780440758
2025-06-01,CMG,60.52468982854605
2025-06-08,CMG,65.86785812655958
2025-06-15,CMG,56.35398548164644
2025-06-22,CMG,61.07870614498623
2025-06-29,CMG,57.55642348530666
2025-07-06,CMG,56.02487664223304
2025-07-13,CMG,45.99086227201493
2025-07-20,CMG,53.958130009967725
2025-07-27,CMG,47.05716898491061
2025-08-03,CMG,55.495482635026
2025-08-10,CMG,65.79352864488573
2025-08-17,CMG,49.55545763178818
2025-08-24,CMG,55.83461761371832
2025-08-31,CMG,55.90856531504971
2025-09-07,CMG,42.568023161417614
2025-09-14,CMG,53.4611830430037
2025-09-21,CMG,47.16716619976968
2025-09-28,CMG,46.380983464091045
2025-10-05,CMG,54.021050450271005
2025-10-12,CMG,45.95695708626566
2025-10-19,CMG,46.54849199305768
2025-10-26,CMG,54.564371712071136
2025-11-02,CMG,58.27513394205874
2025-11-09,CMG,51.551097055669416
2025-11-16,CMG,55.85863393885689
2025-11-23,CMG,44.12462295168386
2025-11-30,CMG,52.87310619534255
2025-12-07,CMG,57.0647032363188
2025-12-14,CMG,50.26717384660495
2025-12-21,CMG,60.16297026922167
2025-12-28,CMG,58.972774602826014
2019-01-06,LULU,51.82830247852659
2019-01-13,LULU,44.74438880459961
2019-01-20,LULU,56.4572324891392
2019-01-27,LULU,58.54022739468757
2019-02-03,LULU,42.09157424442713
2019-02-10,LULU,46.831440932675335
2019-02-17,LULU,56.19202368493008
2019-02-24,LULU,54.23063043130732
2019-03-03,LULU,56.64306398212352
2019-03-10,LULU,52.1453846397842
2019-03-17,LULU,62.95651779066029
2019-03-24,LULU,62.654286151982106
2019-03-31,LULU,58.57785517815173
2019-04-07,LULU,65.0234472418082
2019-04-14,LULU,61.02672704629671
2019-04-21,LULU,52.911779762108985
2019-04-28,LULU,60.01263464597831
2019-05-05,LULU,51.67035260025169
2019-05-12,LULU,62.214572734992885
2019-05-19,LULU,56.0685305194513
2019-05-26,LULU,54.5958070846548
2019-06-02,LULU,50.8789407074256
2019-06-09,LULU,61.49303340839433
2019-06-16,LULU,52.36966220392748
2019-06-23,LULU,49.824558381321815
2019-06-30,LULU,49.351492139113205
2019-07-07,LULU,53.71385511332009
2019-07-14,LULU,51.768370944141886
2019-07-21,LULU,51.12187035527547
2019-07-28,LULU,50.32808692170701
2019-08-04,LULU,59.73210022887263
2019-08-11,LULU,43.636991927843056
2019-08-18,LULU,42.261562359644415
2019-08-25,LULU,39.78927764514392
2019-09-01,LULU,47.792005608303725
2019-09-08,LULU,50.39018555109968
2019-09-15,LULU,42.55618531258743
2019-09-22,LULU,37.93152659881642
2019-09-29,LULU,37.87144171306813
2019-10-06,LULU,46.68355672694821
2019-10-13,LULU,47.31785403443622
2019-10-20,LULU,46.31139107042276
2019-10-27,LULU,39.36681181478452
2019-11-03,LULU,45.16931973317464
2019-11-10,LULU,44.99624392769512
2019-11-17,LULU,47.91991766472895
2019-11-24,LULU,50.84359140176278
2019-12-01,LULU,47.737055318798845
2019-12-08,LULU,51.31569600208122
2019-12-15,LULU,48.54863532059306
2019-12-22,LULU,50.82019107783944
2019-12-29,LULU,53.84343591298865
2020-01-05,LULU,42.297065080866005
2020-01-12,LULU,50.10626614389878
2020-01-19,LULU,50.17228938854368
2020-01-26,LULU,50.10357200688024
2020-02-02,LULU,53.18693186899004
2020-02-09,LULU,64.65416584125562
2020-02-16,LULU,51.269994571766894
2020-02-23,LULU,62.97775611291769
2020-03-01,LULU,47.68665229745442
2020-03-08,LULU,56.29433802531103
2020-03-15,LULU,59.69664833211336
2020-03-22,LULU,61.59283940182746
2020-03-29,LULU,63.48903047154156
2020-04-05,LULU,64.06008341119954
2020-04-12,LULU,57.16932055929381
2020-04-19,LULU,56.33342378342102
2020-04-26,LULU,63.98798522902624
2020-05-03,LULU,57.31582225593599
2020-05-10,LULU,50.32975298712172
2020-05-17,LULU,50.60836270134793
2020-05-24,LULU,51.22826754991669
2020-05-31,LULU,58.98748243817184
2020-06-07,LULU,56.05233979277354
2020-06-14,LULU,58.4797512207469
2020-06-21,LULU,50.87100943628127
2020-06-28,LULU,53.45553158850287
2020-07-05,LULU,55.313542363804025
2020-07-12,LULU,48.75962731963598
2020-07-19,LULU,52.426126111044006
2020-07-26,LULU,44.81160525725981
2020-08-02,LULU,45.74389154425943
2020-08-09,LULU,44.82505466216077
2020-08-16,LULU,39.199980860539405
2020-08-23,LULU,48.63374889934469
2020-08-30,LULU,42.31971503163441
2020-09-06,LULU,44.731316507140455
2020-09-13,LULU,47.16435001195214
2020-09-20,LULU,46.69165251677125
2020-09-27,LULU,47.85063966105229
2020-10-04,LULU,43.22908709294346
2020-10-11,LULU,41.35853913495065
2020-10-18,LULU,43.61415619515319
2020-10-25,LULU,34.275863454768505
2020-11-01,LULU,36.1336769602358
2020-11-08,LULU,37.39993139872434
2020-11-15,LULU,39.968433049022295
2020-11-22,LULU,49.05366409441426
2020-11-29,LULU,42.00260769399039
2020-12-06,LULU,46.01323929941351
2020-12-13,LULU,56.9785306903761
2020-12-20,LULU,47.987890859330975
2020-12-27,LULU,55.52079996875992
2021-01-03,LULU,46.47829391994074
2021-01-10,LULU,51.83166809483681
2021-01-17,LULU,48.334392984836974
2021-01-24,LULU,52.94264064093691
2021-01-31,LULU,60.91963420109451
2021-02-07,LULU,46.36059543469514
2021-02-14,LULU,60.11152312720151
2021-02-21,LULU,59.63449959936247
2021-02-28,LULU,55.25897119296848
2021-03-07,LULU,50.66730107889495
2021-03-14,LULU,60.19290698776654
2021-03-21,LULU,56.8905782850256
2021-03-28,LULU,61.657728260912656
2021-04-04,LULU,60.47111287314066
2021-04-11,LULU,69.91234434070992
2021-04-18,LULU,58.71140077457028
2021-04-25,LULU,53.73914498575213
2021-05-02,LULU,60.57930201496357
2021-05-09,LULU,60.34385103097984
2021-05-16,LULU,66.60321143681143
2021-05-23,LULU,62.79564874141384
2021-05-30,LULU,59.18574432874631
2021-06-06,LULU,65.01760272366752
2021-06-13,LULU,48.24426077040319
2021-06-20,LULU,50.63601611780199
2021-06-27,LULU,47.98483779360944
2021-07-04,LULU,50.2611411810654
2021-07-11,LULU,52.398760773825686
2021-07-18,LULU,54.536380366585966
2021-07-25,LULU,48.48982472106707
2021-08-01,LULU,40.13737685663391
2021-08-08,LULU,42.06200753890552
2021-08-15,LULU,49.296101818774815
2021-08-22,LULU,51.78067342199748
2021-08-29,LULU,58.15651442300148
2021-09-05,LULU,63.1795265908183
2021-09-12,LULU,47.806326658172665
2021-09-19,LULU,39.1152367404004
2021-09-26,LULU,32.10605132282772
2021-10-03,LULU,46.46626877406302
2021-10-10,LULU,40.06068243535361
2021-10-17,LULU,42.640321899513474
2021-10-24,LULU,41.767289264157824
2021-10-31,LULU,45.011606476276
2021-11-07,LULU,52.77201045757661
2021-11-14,LULU,47.93420541930325
2021-11-21,LULU,46.7432097118415
2021-11-28,LULU,42.26155950919589
2021-12-05,LULU,39.27411695542369
2021-12-12,LULU,47.305313449219724
2021-12-19,LULU,50.842779380789615
2021-12-26,LULU,62.7432860394367
2022-01-02,LULU,53.9016471288373
2022-01-09,LULU,60.00073050818091
2022-01-16,LULU,52.07875172306556
2022-01-23,LULU,48.90717649783813
2022-01-30,LULU,51.12708480295592
2022-02-06,LULU,53.41316158663472
2022-02-13,LULU,71.31579966053735
2022-02-20,LULU,54.31976591002247
2022-02-27,LULU,64.89480614956732
2022-03-06,LULU,54.96608513670351
2022-03-13,LULU,66.38956801872878
2022-03-20,LULU,63.417240336043605
2022-03-27,LULU,60.36184360683589
2022-04-03,LULU,61.1354248431874
2022-04-10,LULU,57.41294482020809
2022-04-17,LULU,63.8639677483009
2022-04-24,LULU,58.19022905943864
2022-05-01,LULU,53.1900136226222
2022-05-08,LULU,52.39624548123155
2022-05-15,LULU,60.52361349170154
2022-05-22,LULU,68.299528804389
2022-05-29,LULU,59.04446765528987
2022-06-05,LULU,56.565955419690845
2022-06-12,LULU,58.13179593395554
2022-06-19,LULU,63.35053576454141
2022-06-26,LULU,55.90058845022574
2022-07-03,LULU,51.17443661499758
2022-07-10,LULU,59.33343881831677
2022-07-17,LULU,54.33801331646923
2022-07-24,LULU,60.07769685563568
2022-07-31,LULU,51.10162124698131
2022-08-07,LULU,41.84866783582774
2022-08-14,LULU,40.24606353859965
2022-08-21,LULU,57.69748160801869
2022-08-28,LULU,57.55812339755054
2022-09-04,LULU,45.65923651507872
2022-09-11,LULU,44.06074613170076
2022-09-18,LULU,54.8611312140448
2022-09-25,LULU,39.296054914954645
2022-10-02,LULU,40.53163788626504
2022-10-09,LULU,49.83828977534984
2022-10-16,LULU,43.804834723434034
2022-10-23,LULU,46.44913885819626
2022-10-30,LULU,45.91569440362725
2022-11-06,LULU,51.19624979307038
2022-11-13,LULU,56.4768051825135
2022-11-20,LULU,49.278528175484105
2022-11-27,LULU,53.37911478581191
2022-12-04,LULU,38.0611820174637
2022-12-11,LULU,50.970850492079
2022-12-18,LULU,47.14609306394228
2022-12-25,LULU,45.86282819541563
2023-01-01,LULU,48.89108579842751
2023-01-08,LULU,53.13955279783772
2023-01-15,LULU,61.60994056843656
2023-01-22,LULU,49.09848278990289
2023-01-29,LULU,58.14157433191666
2023-02-05,LULU,55.89950137384776
2023-02-12,LULU,57.61894269975459
2023-02-19,LULU,66.30463293719642
2023-02-26,LULU,64.1325635491728
2023-03-05,LULU,69.44803684988213
2023-03-12,LULU,60.91309586598391
2023-03-19,LULU,57.971878869384206
2023-03-26,LULU,60.99851809150143
2023-04-02,LULU,63.87498074762733
2023-04-09,LULU,63.441111143506696
2023-04-16,LULU,55.72120610600822
2023-04-23,LULU,62.50306863125058
2023-04-30,LULU,62.95301818605912
2023-05-07,LULU,76.20871515235278
2023-05-14,LULU,71.78915365305883
2023-05-21,LULU,54.74552116257345
2023-05-28,LULU,57.40021780455421
2023-06-04,LULU,49.53713336532813
2023-06-11,LULU,53.912597012559374
2023-06-18,LULU,58.44815533584251
2023-06-25,LULU,62.85941516737197
2023-07-02,LULU,50.305496973538354
2023-07-09,LULU,49.81082791755063
2023-07-16,LULU,39.92174050726762
2023-07-23,LULU,50.92716538039028
2023-07-30,LULU,44.6677281524925
2023-08-06,LULU,47.05884546195433
2023-08-13,LULU,44.23385406506813
2023-08-20,LULU,48.26633868911585
2023-08-27,LULU,37.70975872471096
2023-09-03,LULU,38.97408032242838
2023-09-10,LULU,60.17535273068647
2023-09-17,LULU,39.4079299729474
2023-09-24,LULU,40.39761553648773
2023-10-01,LULU,57.96148116992788
2023-10-08,LULU,64.448732022658
2023-10-15,LULU,40.18306568763953
2023-10-22,LULU,45.31037631778849
2023-10-29,LULU,49.98568510041739
2023-11-05,LULU,58.8283149392843
2023-11-12,LULU,43.15077154406177
2023-11-19,LULU,48.303351658420965
2023-11-26,LULU,55.21950748252122
2023-12-03,LULU,54.01081107044954
2023-12-10,LULU,50.04622447627911
2023-12-17,LULU,52.44253689860326
2023-12-24,LULU,45.96633170773751
2023-12-31,LULU,53.770957536152
2024-01-07,LULU,54.58596850198882
2024-01-14,LULU,54.675422142707504
2024-01-21,LULU,54.76487578342618
2024-01-28,LULU,61.82701651162098
2024-02-04,LULU,65.9208128807682
2024-02-11,LULU,61.55755723193715
2024-02-18,LULU,63.438624435764034
2024-02-25,LULU,62.26280301261646
2024-03-03,LULU,62.46415456377415
2024-03-10,LULU,58.55078174022623
2024-03-17,LULU,65.08650010944827
2024-03-24,LULU,62.79795140230349
2024-03-31,LULU,76.01900985358357
2024-04-07,LULU,72.86180040763588
2024-04-14,LULU,65.58261385474741
2024-04-21,LULU,58.42178668331472
2024-04-28,LULU,55.94917937332518
2024-05-05,LULU,69.29072864568245
2024-05-12,LULU,63.14458133625163
2024-05-19,LULU,63.78584168627606
2024-05-26,LULU,49.69700205200412
2024-06-02,LULU,64.92241626569925
2024-06-09,LULU,61.22336112562648
2024-06-16,LULU,50.9319412078136
2024-06-23,LULU,53.83514459734288
2024-06-30,LULU,57.3023032261391
2024-07-07,LULU,55.09050734809491
2024-07-14,LULU,52.09244757087823
2024-07-21,LULU,52.32223129526396
2024-07-28,LULU,50.57035035440853
2024-08-04,LULU,52.190857098765605
2024-08-11,LULU,59.36397057203261
2024-08-18,LULU,34.47196336904342
2024-08-25,LULU,47.87502748579266
2024-09-01,LULU,49.875426323009
2024-09-08,LULU,50.21583399663928
2024-09-15,LULU,45.940977972663845
2024-09-22,LULU,37.47799831234407
2024-09-29,LULU,49.94797290228466
2024-10-06,LULU,58.42243029220068
2024-10-13,LULU,39.04929703109476
2024-10-20,LULU,53.74283814070581
2024-10-27,LULU,47.00520045603694
2024-11-03,LULU,49.12818299787765
2024-11-10,LULU,43.79452295040748
2024-11-17,LULU,48.80828169993836
2024-11-24,LULU,59.3957495943445
2024-12-01,LULU,55.93814607557609
2024-12-08,LULU,63.73703053611939
2024-12-15,LULU,61.34994601956568
2024-12-22,LULU,57.89022663153485
2024-12-29,LULU,66.70360715700674
2025-01-05,LULU,59.85825239447237
2025-01-12,LULU,63.16245437508277
2025-01-19,LULU,57.35741337513205
2025-01-26,LULU,60.4370602715054
2025-02-02,LULU,56.699975034047576
2025-02-09,LULU,67.60248487349547
2025-02-16,LULU,55.298264246679615
2025-02-23,LULU,67.67797298165522
2025-03-02,LULU,62.35974186019471
2025-03-09,LULU,70.94761250228723
2025-03-16,LULU,68.73274847179597
2025-03-23,LULU,75.34554793866525
2025-03-30,LULU,68.88464814683186
2025-04-06,LULU,55.02942945886499
2025-04-13,LULU,63.9058155020192
2025-04-20,LULU,57.00808678591444
2025-04-27,LULU,60.55396915102804
2025-05-04,LULU,72.25124152680962
2025-05-11,LULU,66.43328885075498
2025-05-18,LULU,57.75139869445388
2025-05-25,LULU,55.12221377520687
2025-06-01,LULU,60.594477933607685
2025-06-08,LULU,52.23747820005354
2025-06-15,LULU,54.60768364992097
2025-06-22,LULU,59.5763502713501
2025-06-29,LULU,63.69187221664016
2025-07-06,LULU,59.46827539130409
2025-07-13,LULU,57.63881833457272
2025-07-20,LULU,55.80936127784134
2025-07-27,LULU,53.55441606304532
2025-08-03,LULU,54.79882373838691
2025-08-10,LULU,46.665654046094815
2025-08-17,LULU,38.53248435380272
2025-08-24,LULU,46.78950852170413
2025-08-31,LULU,53.40178973153446
2025-09-07,LULU,39.99030366179305
2025-09-14,LULU,58.06815974891264
2025-09-21,LULU,51.26846868341953
2025-09-28,LULU,54.09950391506042
2025-10-05,LULU,45.6726670380848
2025-10-12,LULU,54.17504760038885
2025-10-19,LULU,56.01069939445091
2025-10-26,LULU,51.41361991559731
2025-11-02,LULU,51.94253442904293
2025-11-09,LULU,52.77397345032153
2025-11-16,LULU,46.67494714563733
2025-11-23,LULU,51.75030994470859
2025-11-30,LULU,52.567079428935706
2025-12-07,LULU,56.68352408978064
2025-12-14,LULU,61.32442016716127
2025-12-21,LULU,49.944490066086985
2025-12-28,LULU,56.52994581808253
2019-01-06,TGT,58.67577639736568
2019-01-13,TGT,51.598124279884274
2019-01-20,TGT,53.915041980884986
2019-01-27,TGT,59.71561346419507
2019-02-03,TGT,58.743248990957966
2019-02-10,TGT,58.11825703651827
